구군명,시설유형,시설명,도로명주소,위도,경도,전화번호,정원,데이터기준일자
연제구,장애인직업재활시설(보호작업장),태양의집직업재활원,부산광역시 연제구 고분로242번길 56(연산동),35.1820180993855,129.108275776099,051-754-9747,30,2025-12-02
연제구,기타(중증장애인자립생활지원센터),연제장애인자립생활센터,"부산광역시 연제구 중앙대로 1255, 7층(거제동, 함조빌딩)",35.1727294657514,129.088905467271,051-507-9601,30,2025-12-02
연제구,기타(장애인협회),연제구장애인협회,부산광역시 연제구 봉수로 17(연산종합사회복지관4층),35.1951731641573,129.08095868138,051-866-0214,30,2025-12-02
북구,직업재활시설,로뎀직업재활센터,부산광역시 북구 의성로 109번길 8 (덕천동),35.21076697,129.0111711,051-343-7797,30,2024-07-12
북구,직업재활시설,사단법인효드림아마윤장애인직업재활센터,백양대로1102번길 15(구포동),35.20250783,129.0006248,051-338-5688,25,2024-07-12
북구,이용시설,부산시시각장애인복지관(부산시 소유),부산광역시 북구 시랑로 132번길 38 (구포동),35.19507392,129.0079126,051-338-0017,80,2024-07-12
북구,이용시설,부산뇌병변복지관,부산광역시 북구 학사로 246(금곡동),35.24445208,129.0100624,051-333-3888,80,2024-07-12
북구,이용시설,북구장애인종합복지관(북구 소유),부산광역시 북구 금곡대로 616번길 145(금곡동),35.26712211,129.017554,051-362-7755,80,2024-07-12
북구,이용시설,부산시시각장애인복지관 부설 주간보호센터,부산광역시 북구 시랑로132번길 38 (구포동),35.19507392,129.0079126,051-338-0017,35,2024-07-12
북구,이용시설,부산뇌병변복지관 부설 주간보호센터,부산광역시 북구 학사로 246(금곡동),35.24445208,129.0100624,051-333-3888,11,2024-07-12
북구,이용시설,북구장애인종합복지관 부설 주간보호센터,부산광역시 북구 금곡대로 616번길 145(금곡동),35.26712211,129.017554,051-362-7755,15,2024-07-12
북구,이용시설,만덕장애인주간보호센터,부산광역시 북구 함박봉로140번길 102(만덕동),35.20185453,129.0353961,051-332-8004,15,2024-07-12
북구,이용시설,부산뇌병변복지관 부설 CCI마실주간보호센터,부산광역시 북구 금곡대로285번길 46(화명동),35.23433003,129.0110793,051-711-9036,10,2024-07-12
북구,이용시설,북부산수어통역센터,부산광역시 북구 백양대로 1061 (구포동),35.20004044,128.9970584,051-337-3940,29,2024-07-12
북구,공동생활가정,다솜의 집,"부산광역시 북구 시랑로 131번길 24, 201호, 202호(구포동)",35.19647524,129.0106533,051-338-5565,3,2024-07-12
북구,기타시설,부산장애인자립생활센터,"부산광역시 북구 화명신도시로117, 8층 (화명동,메트로프라자)",35.23466847,129.0104903,051-338-2287,30,2024-07-12
북구,생활시설,평화의집,부산광역시 북구 양달로 65 (화명동),35.24425233,129.0198938,051-331-4344,52,2024-07-12
북구,직업재활시설,평화직업재활원,부산광역시 북구 양달로 65 (화명동),35.24425233,129.0198938,051-335-7749,31,2024-07-12
영도구,거주시설,천성재활원,부산광역시 영도구 일산봉로 95(청학동),35.0904098,129.0650745,051-413-4408,30,2025-06-30
영도구,직업재활시설,천성직업재활원,부산광역시 영도구 일산봉로 95(청학동),35.0904098,129.0650745,051-418-4448,32,2025-06-30
영도구,의료재활시설,천성의원,부산광역시 영도구 일산봉로 95(청학동),35.0904098,129.0650745,051-412-4408,20,2025-06-30
영도구,주간보호시설,어울림주간보호센터,부산광역시 영도구 함지로79번길 76(동삼동),35.07600143,129.0655229,051-403-4200,12,2025-06-30
영도구,주간보호시설,해냄장애인주간보호센터,부산광역시 영도구 산정길 138(신선동3가),35.08121547,129.0475086,051-413-4661,18,2025-06-30
영도구,주간보호시설,상리장애인주간보호센터,부산광역시 영도구 상리로 41(동삼동),35.08468831,129.068893,051-404-5061,15,2025-06-30
영도구,주간보호시설,임마누엘장애인주간보호센터,"부산광역시 영도구 절영로490번길 55, 106-107(동삼동,한창주택)",35.07009821,129.0725618,070-7206-4377,10,2025-06-30
영도구,주간보호시설,영도구장애인복지관 장애인주간보호센터,부산광역시 영도구 함지로79번길 6(동삼동),35.07526852,129.0668621,051-403-6060,12,2025-06-30
영도구,장애인재활치료시설,절영발달지원센터,부산광역시 영도구 함지로 33-10(동삼동),35.07221265,129.0617457,051-404-5530,20,2025-06-30
영도구,장애인재활치료시설,상리발달지원센터,부산광역시 영도구 상리로 63-16(동삼동),35.08616799,129.0707765,051-404-5061,10,2025-06-30
영도구,장애인지역사회재활시설,영도구장애인복지관,부산광역시 영도구 함지로79번길 6(동삼동),35.07526852,129.0668621,051-403-6060,100,2025-06-30
기장군,장애인직업재활시설,공존직업재활센터,부산광역시 기장군 정관읍 예림1로 82,35.32605636,129.2089295,051-711-8815,30,2025-12-01
기장군,장애인거주시설,해피스쿨,부산광역시 기장군 정관읍 병산로 42-18,35.3360514,129.1733954,051-727-3927,38,2025-12-01
기장군,장애인거주시설,성우해피홈,부산광역시 기장군 장안읍 대룡2길 45-1,35.37483686,129.2635376,051-727-4200,30,2025-12-01
기장군,장애인거주시설,대성한울타리,부산광역시 기장군 일광면 장곡길 27-1,35.30138507,129.2541361,051-784-0028,30,2025-12-01
기장군,장애인거주시설,반석송하원,부산광역시 기장군 장안읍 못안길 47-1,35.37920445,129.2595998,051-727-1820,30,2025-12-01
기장군,장애인공동생활가정,늘채움공동생활가정,"부산광역시 기장군 기장읍 차성로 417번길 5, 101동 203호(경보이리스힐)",35.25464704,129.215592,051-723-0911,4,2025-12-01
기장군,장애인공동생활가정,기장홈,"부산광역시 기장군 기장읍 차성서로 77번길 36-10, 102호(팰리스빌 3차)",35.24094389,129.2077404,070-7343-4922,4,2025-12-01
기장군,장애인지역사회재활시설,기장장애인복지관,부산광역시 기장군 정관읍 병산로 42-15,35.33642884,129.1735108,051-727-3088,30,2025-12-01
기장군,장애인지역사회재활시설,기장장애인복지관부설주간보호센터,부산광역시 기장군 정관읍 병산로 42-15,35.33642884,129.1735108,051-727-3088,15,2025-12-01
기장군,장애인지역사회재활시설,교리장애인주간보호센터,부산광역시 기장군 기장읍 차성로 451번길 46-13,35.25738399,129.2141164,051-724-0919,15,2025-12-01
기장군,장애인직업재활시설,동행과 나눔,부산광역시 기장군 장안읍 못안길 49,35.3793725,129.2596041,051-728-0070,35,2025-12-01
금정구,장애인거주시설,사랑홈,"부산광역시 금정구 동부곡로42번길 49, 302호(부곡동, 신아빌라)",35.22496512,129.0948435,051-513-9024,4,2025-12-11
금정구,장애인거주시설,가톨릭사회복지회 나눔터,부산광역시 금정구 동현로 51-11(부곡동),35.22312428,129.0940718,051-517-0615,4,2025-12-11
금정구,지역사회재활시설,금정구 장애인복지관,부산광역시 금정구 서부로 77(서동),35.21955549,129.0989667,051-523-0100,10,2025-12-11
금정구,지역사회재활시설,금정구장애인주간보호시설,부산광역시 금정구 서부로 77(서동),35.21955549,129.0989667,051-523-7779,18,2025-12-11
금정구,지역사회재활시설,루하마장애인 주간보호센터,부산광역시 금정구 두실로 23(구서동),35.26055226,129.0887728,051-581-0641,15,2025-12-11
금정구,지역사회재활시설,이룸장애인 주간보호센터,부산광역시 금정구 금샘로 39(장전동),35.2287179,129.0764386,051-514-2842,15,2025-12-11
금정구,지역사회재활시설,동부산수어통역센터,부산광역시 금정구 금정로161번길9(장전동),35.23888754,129.0872852,051-513-6350,10,2025-12-11
금정구,장애인직업재활시설,가마실로직업재활원,부산광역시 금정구 가마실로65-7(부곡동),35.22402173,129.0955009,051-710-9747,20,2025-12-11
금정구,장애인직업재활시설,금정구장애인근로작업장,부산광역시 금정구 서부로 77(서동),35.21955549,129.0989667,051-529-3145,43,2025-12-11
금정구,장애인직업재활시설,가꿈복지직업재활시설,"부산광역시 금정구 금사로 9,B2(서동,트레비앙)",35.21533454,129.1061589,051-862-8090,20,2025-12-11
금정구,장애인거주시설,바오로 아람터,부산광역시 금정구 청룡예전로43번길 34(청룡동),35.27726182,129.0889857,051-514-6988,30,2025-12-11
금정구,장애인거주시설,선아의집,부산광역시 금정구 금샘로 39(장전동),35.2287179,129.0764386,051-582-0089,50,2025-12-11
남구,장애인거주시설,소화영아재활원,부산광역시 남구 무민사로 19 (감만동),35.11235569,129.0803193,051-644-0272,50,2024-08-23
남구,장애인거주시설,성프란치스꼬의집,부산광역시 남구 용소로14번길 41(대연동),35.13505176,129.0988903,051-626-5766,30,2024-08-23
남구,장애인직업재활시설,하나장애인직업재활시설,부산광역시 남구 용호로 154  용호데디칼센터 701호(용호동),35.11855037,129.1115196,051-634-3417,20,2024-08-23
남구,장애인직업재활시설,든솔직업재활센터,부산광역시 남구 유엔로25번길 58(우암동),35.12814443,129.0778096,051-612-0081,22,2024-08-23
남구,장애인복지관,남구장애인복지관,부산광역시 남구 조각공원로11번길 38(대연동),35.12923682,129.0992147,051-626-6990,200,2024-08-23
남구,장애인복지관,나사함발달장애인복지관,부산광역시 남구 못골번영로 70(대연동),35.14133283,129.0890636,051-627-8521,150,2024-08-23
남구,장애인주간보호센터,아띠주간보호센터,부산광역시 남구 석포로127번길 97(대연동),35.12743766,129.0900521,051-625-9308,20,2024-08-23
남구,장애인주간보호센터,나사함주간보호센터,부산광역시 남구 못골번영로 70(대연동),35.14133283,129.0890636,051-623-8522,15,2024-08-23
남구,장애인주간보호센터,솔라피데주간보호센터,부산광역시 남구 진남로 160-20(대연동),35.14083137,129.0796981,051-628-8048,15,2024-08-23
남구,장애인주간보호센터,남구장애인복지관주간보호센터,부산광역시 남구 조각공원로11번길 38(대연동),35.12923682,129.0992147,070-4648-9330,19,2024-08-23
남구,장애인주간보호센터,꿈터장애인주간보호센터,부산광역시 남구 진남로96번나길 17-1(대연동),35.13910378,129.0838916,051-643-0338,13,2024-08-23
남구,장애인공동생활가정,다울장애인공동생활가정,"부산광역시 남구 용소로64번길 72, 102호(대연동)",35.132034,129.097197,051-628-8880,4,2024-08-23
남구,장애인공동생활가정,밀알공동생활가정,"부산광역시 남구 수영로39번가길 83, 101동 1205호(문현동)",35.139064,129.076432,051-642-6222,4,2024-08-23
남구,장애인공동생활가정,나사함공동생활가정,부산광역시 남구 문현로23번길 30(문현동),35.143004,129.072717,051-623-8524,4,2024-08-23
