NO,설치위치,전화번호,도로명주소,지번주소,위도,경도,카카오_매칭주소
370,만덕3단지주공아파트(104동 1-2라인 입구),051-335-7733,"부산광역시 북구 함박봉로140번길 21 (만덕동, 만덕3단지주공아파트)","부산광역시 북구 함박봉로140번길 21 (만덕동, 만덕3단지주공아파트)",35.2028368917968,129.033733979918,부산 북구 함박봉로140번길 21
371,만덕3단지주공아파트(111동 7-8라인 입구),051-335-7733,"부산광역시 북구 함박봉로140번길 21 (만덕동, 만덕3단지주공아파트)","부산광역시 북구 함박봉로140번길 21 (만덕동, 만덕3단지주공아파트)",35.2028368917968,129.033733979918,부산 북구 함박봉로140번길 21
372,만덕3단지주공아파트(관리사무소 입구 옆),051-335-7733,부산광역시 북구 함박봉로140번길 21,부산광역시 북구 만덕동  944-6 만덕3단지주공아파트,35.2028368917968,129.033733979918,부산 북구 함박봉로140번길 21
373,만덕럭키2차아파트(관리동 1층),051-342-0054,"부산광역시 북구 덕천로234번길 34 (만덕동, 럭키만덕아파트)",부산광역시 북구 만덕동 911-3 럭키만덕아파트,35.2098416026819,129.027896884029,부산 북구 덕천로234번길 34
374,망미2동행정복지센터(1층 엘리베이터 앞),051-610-5941,"부산광역시 수영구 수미로35번길 40, 망미2동 행정복지센터 (망미동)",부산광역시 수영구 망미동 257-2 망미2동 행정복지센터,35.1753268754923,129.115259749693,부산 수영구 수미로35번길 40
375,망양로산복도로전시관(망양로산복도로전시관 3층),051-440-4714,"부산광역시 동구 망양로 488, 망양로 산복도로 전시관 3층 (초량동)",부산광역시 동구 초량동 865-148 망양로 산복도로 전시관,35.1176741742494,129.033208949863,부산 동구 망양로 488
376,명륜동주민센터(명륜동주민센터 민원실안),051-550-6379,"부산광역시 동래구 명륜로207번길 26, 명륜동주민센터 (명륜동)","부산광역시 동래구 명륜로207번길 26, 명륜동주민센터 (명륜동)",35.2124894426394,129.081561398094,부산 동래구 명륜로207번길 26
377,명지 극동스타클래스(111동 지하 관리사무소),051-271-2142,"부산광역시 강서구 명지오션시티2로 71 명지동, 극동 스타클래스","부산광역시 강서구 명지동 3233 극동 스타클래스 명지동, 극동 스타클래스",35.0839533492813,128.899987733079,부산 강서구 명지오션시티2로 71
378,명지 대방노블랜드 오션뷰2차(정문경비실),051-294-8705,"부산광역시 강서구 명지국제5로 11 (명지동, 명지 대방노블랜드 오션뷰2차)",부산광역시 강서구 명지동 3417 명지 대방노블랜드 오션뷰2차,35.0953281798622,128.91917534047,부산 강서구 명지국제5로 11
379,명지 두산위브 포세이돈(1층 관리사무실),051-271-3787,"부산광역시 강서구 명지오션시티11로 22, 1층 (명지동, 명지 두산위브 포세이돈)",부산광역시 강서구 명지동 3234 명지 두산위브 포세이돈,35.0839998406513,128.896736933411,부산 강서구 명지오션시티11로 22
380,명지 에일린의뜰(관리실),051-291-8855,"부산광역시 강서구 명지국제5로 60 (명지동, 에일린의뜰)",부산광역시 강서구 명지동 3361 에일린의뜰,35.1004557357605,128.920892035046,부산 강서구 명지국제5로 60
381,명지1차 금강펜테리움 센트럴파크아파트(관리사무소),051-271-1571,"부산광역시 강서구 명지국제5로 59  (명지동, 명지1차 금강펜테리움 센트럴파크)",부산광역시 강서구 명지동 3354 명지1차 금강펜테리움 센트럴파크,35.1007219205582,128.918669288385,부산 강서구 명지국제5로 59
382,명지2차 금강펜테리움 센트럴파크(관리사무소앞),051-207-0401,"부산광역시 강서구 명지국제5로 109 (명지동, 명지2차 금강펜테리움 센트럴파크)",부산광역시 강서구 명지동 3343 명지2차 금강펜테리움 센트럴파크,35.1042150316068,128.919193763803,부산 강서구 명지국제5로 109
383,명지노인종합복지관(1층 후문입구(카페앞)),051-712-7000,"부산광역시 강서구 명지국제13로 33, 명지노인종합복지관 (명지동)",부산광역시 강서구 명지동 3321-3 명지노인종합복지관,35.110563695175,128.923046974175,부산 강서구 명지국제13로 33
384,명지더웨스턴(관리사무소 입구),051-201-5976,"부산광역시 강서구 명지국제7로 111  (명지동, LH오션타운)",부산광역시 강서구 명지동 3399 LH오션타운,35.0967275507,128.912899235566,부산 강서구 명지국제7로 111
385,명지더웨스턴아파트(부출입구 경비실(내부 무인택배실)),051-201-5976,"부산광역시 강서구 명지국제7로 111(명지동, 명지더웨스턴)",부산광역시 강서구 명지동 3399 명지더웨스턴,35.0967275507,128.912899235566,부산 강서구 명지국제7로 111
386,명지스위트팰리스(후문 경비실 내),051-201-0062,"부산광역시 강서구 명지국제5로 165 (명지동, 스위트팰리스)",부산광역시 강서구 명지동 3325번지 스위트팰리스,35.1099782684915,128.921377322155,부산 강서구 명지국제5로 165
387,모덕지하철역(역무안전실 출입문 옆),051-678-6229,"부산광역시 사상구 사상로 지하409, 모덕역 (덕포동)",부산광역시 사상구 덕포동 247-7 모덕역,35.1803969032771,128.98556335249,부산 사상구 사상로 지하 409
388,모라1동행정복지센터(모라1동행정복지센터 내),051-310-3021,부산광역시 사상구 모라로 93  (모라동),부산광역시 사상구 모라동 453 모라1동 행정복지센터,35.1870032579336,128.989979384083,부산 사상구 모라로 93
389,모라벽산아파트(관리사무소 입구),051-312-0359,"부산광역시 사상구 백양대로934번길 84  (모라동, 모라벽산아파트)",부산광역시 사상구 모라동 203 모라벽산아파트,35.1916790424881,128.994105140325,부산 사상구 백양대로934번길 84
390,모라우성아파트(모라우성아파트 6동경비초소 안),051-327-7880,"부산광역시 사상구 백양대로 906  (모라동, 우성아파트)",부산광역시 사상구 모라동 1357 우성아파트,35.1884675454805,128.992227465024,부산 사상구 백양대로 906
391,모라주공3단지아파트(307동 경비실 옆),051-304-3225,"부산광역시 사상구 모라로192번길 20-21 (모라동, 주공아파트3단지)",부산광역시 사상구 모라로192번길 20-21 모라3LH아파트 관리사무소 앞,35.1834010447566,129.000677822957,부산 사상구 모라로192번길 20-21
392,모라주공3단지아파트(304동 경비실 옆),051-304-3225,"부산광역시 사상구 모라로192번길 20-21 (모라동, 주공아파트3단지)",부산광역시 사상구 모라로192번길 20-21 모라3LH아파트 관리사무소 앞,35.1834010447566,129.000677822957,부산 사상구 모라로192번길 20-21
393,모라주공3단지아파트(313동 경비실 옆),051-304-3225,"부산광역시 사상구 모라로192번길 20-21 (모라동, 주공아파트3단지)",부산광역시 사상구 모라로192번길 20-21 모라3LH아파트 관리사무소 앞,35.1834010447566,129.000677822957,부산 사상구 모라로192번길 20-21
394,모라주공3단지아파트(모라3LH아파트 관리사무소 앞),051-304-3225,"부산광역시 사상구 모라로192번길 20-21 (모라동, 주공아파트3단지)",부산광역시 사상구 모라로192번길 20-21 모라3LH아파트 관리사무소 앞,35.1834010447566,129.000677822957,부산 사상구 모라로192번길 20-21
395,모라주공3단지아파트(301동A경비실 옆),051-304-3225,"부산광역시 사상구 모라로192번길 20-21 (모라동, 주공아파트3단지)",부산광역시 사상구 모라로192번길 20-21 모라3LH아파트 관리사무소 앞,35.1834010447566,129.000677822957,부산 사상구 모라로192번길 20-21
396,모라지하철역(역무안전실 출입문 우측),051-678-6230,"부산광역시 사상구 사상로 지하 498, 모라역 (모라동)",부산광역시 사상구 모라동 987번지 4호 모라역,35.1896418913458,128.988608107569,부산 사상구 사상로 지하 498
397,목화아파트(105동 경비실 앞),051-327-1886,부산광역시 사상구 대동로 104-6  (학장동),부산광역시 사상구 학장동 574-82 목화아파트,35.1384560206577,128.979306126593,부산 사상구 대동로 104-6
398,문현2동행정복지센터(민원실 내부),051-607-6922,"부산광역시 남구 전포대로92번길 31-7, 문현2동주민센터 (문현동)",부산광역시 남구 문현동 546-42 문현2동주민센터,35.1452717896606,129.068686856754,부산 남구 전포대로92번길 31-7
399,문현여자고등학교(1층 중앙현관 좌측),051-630-1600,"부산광역시 남구 고동골로 86-41, 문현여자고등학교 (문현동)",부산광역시 남구 문현동 14-21 문현여자고등학교,35.144467708183,129.07185407663,부산 남구 고동골로 86
400,미광마린타워아파트(정문경비실),051-416-3908,"부산광역시 영도구 대교로14번길 17 관리사무소 (봉래동2가, 미광마린타워)",부산광역시 영도구 봉래동2가 112 미광마린타워 관리사무소,35.0945736176092,129.043307273236,부산 영도구 대교로14번길 17
401,반송벽산삼협한솔아파트(관리사무소 입구),051-543-8733,"부산광역시 해운대구 신반송로 29(반송동, 벽산삼협한솔아파트)",부산광역시 해운대구 반송동 892 벽산삼협한솔아파트,35.2267796350434,129.160667983413,부산 해운대구 신반송로 29
402,반송삼한2차아파트(경비실 2초소 내),051-542-1596,"부산광역시 해운대구 신반송로 102 (반송동, 삼한그린타운2차)",부산광역시 해운대구 반송동 872 삼한그린타운2차,35.2302631650537,129.162891105281,부산 해운대구 신반송로 102
403,반송큰시장(고객지원센터 입구),051-749-4475,부산광역시 해운대구 윗반송로51번길 59-28,부산광역시 해운대구 반송동 40-764 옷가게,35.2308511952606,129.155081482708,부산 해운대구 윗반송로51번길 59-28
404,배산작은도서관(1층),051-665-5501,"부산광역시 연제구 배산북로 8, 배산작은도서관 (연산동)",부산광역시 연제구 연산동 2131-5 배산작은도서관,35.1750929576753,129.093315374912,부산 연제구 배산북로 8
405,백양그린아파트(관리사무소 내),051-987-2877,"부산광역시 사상구 모라로110번길 88  (모라동, 백양그린아파트)",부산광역시 사상구 모라동 552 백양그린아파트,35.1827483234958,128.99375110875,부산 사상구 모라로110번길 88
406,백양산쌍용스윗닷홈 아파트(관리사무소),051-804-4280,"부산광역시 부산진구 백양산로 70(부암동, 백양산쌍용스윗닷홈)",부산광역시 부산진구 부암동 720 백양산쌍용스윗닷홈,35.175718691386,129.03275978455,부산 부산진구 백양산로 70
407,백양푸른채아파트(관리사무실),051-894-0274,"부산광역시 부산진구 백양산로53번길 62(당감동, 백양푸른채)",부산광역시 부산진구 당감동 794 백양푸른채,35.1720654213412,129.027516045706,부산 부산진구 백양산로53번길 62
408,범내골역부산1호선(역무안전실 인근),051-678-6151,"부산광역시 부산진구 중앙대로 지하612, 범내골역 (범천동)",부산광역시 부산진구 범천동 948-4 범내골역,35.1473559993163,129.059236450565,부산 부산진구 중앙대로 지하 612
409,범천1동주민센터(동주민센터 입구),051-605-6949,부산광역시 부산진구 범일로192번길 21  (범천동),부산광역시 부산진구 범천동 854-15 범천1동 주민센터,35.1470138889142,129.061007747523,부산 부산진구 범일로192번길 21
410,범천2동주민센터(민원실 입구),051-605-6967,부산광역시 부산진구 신암로 48  (범천동),부산광역시 부산진구 범천동 960-1 범천2동 주민센터,35.1465563257775,129.056206481589,부산 부산진구 신암로 48
411,범천LH 아파트(102동 4층 복리시설 로비),051-637-0095,"부산광역시 부산진구 신암로 66 (범천동, 범천엘에이치아파트)",부산광역시 부산진구 범천동 1644번지 범천엘에이치아파트,35.1474350919207,129.054658772275,부산 부산진구 신암로 66
412,범천경남아파트(경비실 입구(3초소)),051-645-9832,"부산광역시 부산진구 신암로 32 아파트 경비실 입구 (범천동, 범천경남아파트)",부산광역시 부산진구 범천동 944-1 범천경남아파트 아파트 경비실 입구,35.1459261803379,129.056671283896,부산 부산진구 신암로 32
413,벽산블루밍디자인시티(205동 관리사무실),5166676,"부산광역시 금정구 금강로 225, 205동 (장전동, 벽산블루밍디자인시티)",부산광역시 금정구 장전동 717 벽산블루밍디자인시티,35.2302722053997,129.081911479919,부산 금정구 금강로 225
414,벽산아스타아파트(관리사무소 앞),051-557-7765,"부산광역시 동래구 중앙대로1473번길 13 (온천동, 벽산아스타)","부산광역시 동래구 중앙대로1473번길 13 (온천동, 벽산아스타)",35.2174793929872,129.082440819139,부산 동래구 중앙대로1473번길 13
415,보수동행정복지센터(주민센터 옆 쉼터),051-600-6346,"부산광역시 중구 보수대로140번길 61, 보수동 행정복지센터 (보수동1가)",부산광역시 중구 보수동1가 48-2 보수동 행정복지센터,35.1061815161431,129.024693605036,부산 중구 보수대로140번길 61
416,봉래2동 마을건강센터(1층 봉래2동 마을건강센터 내),051-419-4884,"부산광역시 영도구 봉래쉼터길 63, 친환경영도EM연구센터 (봉래동5가)",부산광역시 영도구 봉래동5가 99번지 6호 친환경영도EM연구센터,35.0938933263923,129.05261360379,부산 영도구 봉래쉼터길 63
417,봉래2동행정복지센터(청사 내 1층 계단 맞은 편),051-419-5644,"부산광역시 영도구 태종로 160, 1층 봉래2동 행정복지센터 (봉래동4가)",부산광역시 영도구 봉래동4가 362 1층 봉래2동 행정복지센터,35.0934081247197,129.046160073039,부산 영도구 태종로 160
418,봉래나루다누리센터(1층),051-413-7272,"부산광역시 영도구 대교로46번길 50, 봉래나루 다누리센터 (봉래동2가)",부산광역시 영도구 봉래동2가 112-11 봉래나루 다누리센터,35.0952426392098,129.04291224725,부산 영도구 대교로46번길 50
419,부곡1동주민센터(민원실),051-519-5200,부산광역시 금정구 동부곡로6번길 29 부곡1동주민센터,부산광역시 금정구 부곡동 323-1 부곡1동주민센터 부곡1동주민센터,35.2244078299352,129.092134610477,부산 금정구 동부곡로6번길 29
420,부곡2동주민센터(민원실),051-519-5223,부산 금정구 부곡동 366-4,부산광역시 금정구 부곡동 970 롯데캐슬디아망,35.229898660878,129.094069419519,부산 금정구 부곡동 366-4
421,부민노인복지관(보건소 4층(부민노인복지관)),051-24-4000,부산광역시 서구 부용로 30  (부용동2가),부산광역시 서구 부용동2가 86 서구보건소 부민노인복지관,35.1074360292851,129.018038350622,부산 서구 부용로 30
422,부산1호선 시청역(역무안전실 인근),051-678-6122,부산광역시 연제구 중앙대로 지하 1017,부산광역시 연제구 연산동 1515-1 도시철도 시청역,35.1797766776316,129.076623899785,부산 연제구 중앙대로 지하 1017
423,부산3호선거제역(역무안전실 안),051-678-6306,"부산광역시 연제구 월드컵대로 지하209, 도시철도 거제역 (거제동)",부산광역시 연제구 거제동 1190-1 도시철도 거제역,35.1885466882058,129.073960773744,부산 연제구 월드컵대로 지하 209
424,부산3호선종합운동장역(역무실 앞),051-678-6307,"부산광역시 연제구 아시아드대로 지하73, 도시철도 종합운동장역 (거제동)",부산광역시 연제구 거제동 1191-2 도시철도 종합운동장역,35.1916300372946,129.067219683382,부산 연제구 아시아드대로 지하 73
425,부산4호선반여농산물시장역(역무안전실 앞),051-679-6409,"부산광역시 해운대구 반송로 550, 부산지하철 반여농산물시장역 (석대동)",부산광역시 해운대구 석대동 507-1 부산지하철 반여농산물시장역,35.2177593254883,129.12401666075,부산 해운대구 반송로 550
426,부산4호선석대역(역무안전실 앞),051-678-6410,"부산광역시 해운대구 석대천로 121, 부산지하철 석대역 (석대동)",부산광역시 해운대구 석대동 574-14 부산지하철 석대역,35.2181127800416,129.136827064424,부산 해운대구 석대천로 121
427,부산4호선영산대역(역무안전실 출입문 옆),051-678-6410,부산광역시 해운대구 반송로 803(반송동),부산광역시 해운대구 반송동 698-12,35.2256086484524,129.146159216603,부산 해운대구 반송로 803
428,부산4호선윗반송역(2층 역무실 입구),051-678-6412,"부산광역시 해운대구 반송로 917, 부산4호선 윗반송역 (반송동)",부산광역시 해운대구 반송동 385-56 부산지하철 동부산대학역,35.2324239126014,129.153808006776,부산 해운대구 반송로 917
429,부산가정법원(부산가정법원),051-590-0257,"부산광역시 연제구 법원로 31, 부산법원종합청사 (거제동)",부산광역시 연제구 거제동 1500 부산법원종합청사,35.1925353129809,129.073265087905,부산 연제구 법원로 31
430,부산고려병원(2층 외래 계단 옆),051-930-3018,"부산광역시 남구 수영로 238, 고려병원 (대연동)",부산광역시 남구 대연동 1740-16 고려병원,35.1349044744052,129.092605313046,부산 남구 수영로 238
431,부산고촌휴먼시아1단지(아파트 내 경로당),051-722-7715,부산광역시 기장군 철마면 고촌로44번길 16 관리사무소,부산광역시 기장군 철마면 고촌로44번길 16 관리사무소,35.2412389633368,129.168774475604,부산 기장군 철마면 고촌로44번길 16
432,부산고촌휴먼시아1단지(아파트 내 도서관),051-722-7715,부산광역시 기장군 철마면 고촌로44번길 16 관리사무소,부산광역시 기장군 철마면 고촌로44번길 16 관리사무소,35.2412389633368,129.168774475604,부산 기장군 철마면 고촌로44번길 16
433,부산고촌휴먼시아1단지(부산고촌휴먼시아1단지 관리사무소옆),051-722-7715,부산광역시 기장군 철마면 고촌로44번길 16 관리사무소,부산광역시 기장군 철마면 고촌로44번길 16 관리사무소,35.2412389633368,129.168774475604,부산 기장군 철마면 고촌로44번길 16
434,부산공업고등학교(보건실 내부(출입문 옆)),051-607-3905,"부산광역시 남구 수영로196번길 80, 부산공업고등학교 (대연동)",부산광역시 남구 대연동 918-1 부산공업고등학교,35.1301664051132,129.087687741749,부산 남구 수영로196번길 80
435,부산공업고등학교(체육관 1층 현관),051-607-3905,"부산광역시 남구 수영로196번길 80, 부산공업고등학교 (대연동)",부산광역시 남구 대연동 918-1 부산공업고등학교,35.1301664051132,129.087687741749,부산 남구 수영로196번길 80
436,부산광역시 동래소방서(수안펌프차(988주8348)),051-760-4342,"부산광역시 연제구 고분로 216, 부산소방본부,동래소방서 (연산동)","부산광역시 연제구 연산동 243-24 부산소방본부,동래소방서",35.1834432601063,129.105747814753,부산 연제구 고분로 216
437,부산광역시금정구보건소(민원실1층),051-519-5073,"부산광역시 금정구 중앙대로 1777, 금정구청 (부곡동)",부산광역시 금정구 부곡동 78번지 금정구청,35.2420597812695,129.092455927374,부산 금정구 중앙대로 1777
438,부산광역시마리아마을(여성생활관 휴게실),051-263-3902,부산광역시 사하구 장림로 298 (장림동),부산광역시 사하구 장림동 86-2,35.0838442648961,128.980456214703,부산 사하구 장림로 298
439,부산광역시보건환경연구원(1층 엘리베이터 옆),051-309-2724,"부산광역시 북구 함박봉로140번길 120, 보건환경연구원 (만덕동)",부산광역시 북구 만덕동 945-5 보건환경연구원,35.2017426413205,129.036363937222,부산 북구 함박봉로140번길 120
440,부산광역시보호아동자립지원센터(3층 복도),051-441-7006,"부산광역시 부산진구 연제로27번길 34, 3층 (양정동)",부산광역시 부산진구 양정동 114-10,35.1760561587736,129.076287890429,부산 부산진구 연제로27번길 34
441,부산광역시영도구보건소(3층(대여용)),051-419-4921,"부산광역시 영도구 태종로 423, 영도구청 (청학동)",부산광역시 영도구 청학동 48-3 영도구청,35.0912174458851,129.067910492443,부산 영도구 태종로 423
442,부산광역시영도구보건소(신관2층 운동처방실 내),051-419-4921,"부산광역시 영도구 태종로 423, 영도구보건소 (청학동)",부산광역시 영도구 청학동 48번지 3호 영도구청,35.0912174458851,129.067910492443,부산 영도구 태종로 423
443,부산광역시영도구보건소(구관1층 제1진료실 입구),051-419-4921,"부산광역시 영도구 태종로 423, 영도구보건소 (청학동)",부산광역시 영도구 청학동 48번지 3호 영도구청,35.0912174458851,129.067910492443,부산 영도구 태종로 423
444,부산광역시영도구보건소(영도구보건소 구관 2층 복도),051-419-4921,"부산광역시 영도구 태종로 423, 영도구청 (청학동)",부산광역시 영도구 청학동 48-3 영도구청,35.0912174458851,129.067910492443,부산 영도구 태종로 423
445,부산광역시영도구보건소(무료대여사업용),051-419-4921,"부산광역시 영도구 태종로 423, 영도구청 (청학동)",부산광역시 영도구 청학동 48-3 영도구청,35.0912174458851,129.067910492443,부산 영도구 태종로 423
446,부산광역시영도구보건소(3층(대여용)),051-419-4921,"부산광역시 영도구 태종로 423, 영도구청 (청학동)",부산광역시 영도구 청학동 48-3 영도구청,35.0912174458851,129.067910492443,부산 영도구 태종로 423
447,부산광역시영도구보건소(무료대여용),051-419-4921,"부산광역시 영도구 태종로 423, 영도구청 (청학동)",부산광역시 영도구 청학동 48-3 영도구청,35.0912174458851,129.067910492443,부산 영도구 태종로 423
448,부산광역시장애인종합복지관(부산광역시 장애인종합복지관 1층 입구),051-790-6128,부산광역시 연제구 중앙대로1150번길 15  (연산동),부산광역시 연제구 연산동 578-5 부산광역시장애인종합복지관,35.1905611498729,129.081546428969,부산 연제구 중앙대로1150번길 15
450,부산교통공사(청사 1층),051-640-7528,부산광역시 부산진구 중앙대로644번길 20(범천동),부산광역시 부산진구 범천동 861-1,35.1496305021011,129.060171089319,부산 부산진구 중앙대로644번길 20
451,부산교통공사경전철운영사업소(종합사무동1층),051-605-0120,부산광역시 기장군 철마면 반송로 1180,부산광역시 기장군 철마면 안평리 358-1,35.2434825291906,129.17744648288,부산 기장군 철마면 반송로 1180
452,부산교통공사구남역(대합실 중앙 보충기 옆),051-678-6231,"부산광역시 북구 백양대로 지하1026, 도시철도구남역 (구포동)",부산광역시 북구 구포동 897-21 도시철도구남역,35.1969200209729,128.994999341653,부산 북구 백양대로 지하 1026
453,부산교통공사구명역(20번 게이트 비상용통화장치 옆),051-678-6232,"부산광역시 북구 백양대로 지하1094, 구명역 (구포동)",부산광역시 북구 구포동 969-1 구명역,35.2027471033979,128.999502946075,부산 북구 백양대로 지하 1094
454,부산교통공사금곡역(역무안전실 출입문(외부)옆),051-678-6238,"부산광역시 북구 금곡대로 685, 금곡지하철 (금곡동)",부산광역시 북구 금곡동 581-1 금곡지하철,35.2674731957506,129.016906409012,부산 북구 금곡대로 685
455,부산교통공사노포승무사업소(노포승무사업소동 1층 중앙현관),051-509-4102,"부산광역시 금정구 중앙대로 2238, 부산종합버스터미널 (노포동)",부산광역시 금정구 노포동 133 부산종합버스터미널,35.2846866758906,129.095480074212,부산 금정구 중앙대로 2238
456,부산교통공사덕천역(역무안전실 출입문(외부)옆),051-678-6233,"부산광역시 북구 금곡대로 지하14, 3호선덕천역 (덕천동)",부산광역시 북구 덕천동 327 3호선덕천역,35.2109774599591,129.004972165013,부산 북구 금곡대로 지하 14
457,부산교통공사동원역(역무안전실 출입문(외부)옆),051-678-6237,"부산광역시 북구 금곡대로 575, 동원지하철역사 (금곡동)",부산광역시 북구 금곡동 882-10 동원지하철역사,35.2586437992364,129.012396791222,부산 북구 금곡대로 575
458,부산교통공사신평차량사업소(부산교통공사 신평차량사업소 검수고 중앙 입구),051-200-5110,부산광역시 사하구 하신번영로 140(신평동),부산광역시 사하구 신평동 646,35.0921593227113,128.960589576547,부산 사하구 하신번영로 140
459,부산교통공사신평체육관(부산교통공사 신평체육관),051-200-5114,부산광역시 사하구 하신번영로 140 (신평동),부산광역시 사하구 신평동 646,35.0921593227113,128.960589576547,부산 사하구 하신번영로 140
460,부산교통공사율리역(역무안전실 출입문(외부)옆),051-678-6236,"부산광역시 북구 금곡대로 지하440, 율리역 (금곡동)",부산광역시 북구 금곡동 1241 율리역,35.2471687881887,129.012917764141,부산 북구 금곡대로 지하 440
461,부산교통공사제1운영사업소(명륜역)(명륜역 역무안전실 인근),051-678-6151,"부산광역시 동래구 중앙대로 1414, 도시철도명륜역 (온천동)",부산광역시 동래구 온천동 489-4 도시철도명륜역,35.212575505365,129.079700449192,부산 동래구 중앙대로 1414
462,부산교통공사제2운영사업소(1층 입구),051-678-6250,"부산광역시 부산진구 서전로 40, 부산교통공사부산분원 (전포동)",부산광역시 부산진구 전포동 674-12 부산교통공사부산분원,35.1575711478177,129.064184903017,부산 부산진구 서전로 40
464,부산금정우체국(1층 후문),051-519-6010,"부산광역시 금정구 중앙대로1793번길 20, 부산금정우체국 1층 (구서동)",부산광역시 금정구 구서동 420-16 부산금정우체국,35.2441294534138,129.091975815697,부산 금정구 중앙대로1793번길 20
465,부산남부경찰서광남지구대(광남지구대 내),051-752-0112,부산광역시 남구 황령대로319번가길 81,부산광역시 남구 대연동 243-29 부산남부경찰서,35.1530077327294,129.089656871378,부산 남구 황령대로319번가길 81
466,부산남부경찰서대연지구대(대연지구대 내),051-628-4288,부산광역시 남구 수영로 328,부산광역시 남구 대연동 54-4 부산남부경찰서 대연지구대,35.1378436249759,129.101983110907,부산 남구 수영로 328
467,부산노인전문제2병원(노인전문병원 대기실),051-607-2076,"부산광역시 연제구 월드컵대로 359, 부산노인전문제2병원 (거제동)",부산광역시 연제구 거제동 1518 부산의료원,35.187431768268,129.060181218712,부산 연제구 월드컵대로 359
468,부산노인전문제3병원(2층 간호사실 앞),051-780-5555,"부산광역시 해운대구 해운대로469번가길 77, 부산시립노인전문제3병원 (우동)",부산광역시 해운대구 우동 930-41 부산시립노인전문제3병원,35.1682549394488,129.147369381682,부산 해운대구 해운대로469번가길 77
469,부산대학교병원(J동 5층),051-240-8327,"부산광역시 서구 구덕로 179, 부산대학병원 (아미동1가)",부산광역시 서구 아미동1가 10-1 부산대학병원,35.1011288801696,129.019244318359,부산 서구 구덕로 179
470,부산대학교병원(R동 2층),051-240-8327,"부산광역시 서구 구덕로 179, 부산대학병원 (아미동1가)",부산광역시 서구 아미동1가 10-1 부산대학병원,35.1011288801696,129.019244318359,부산 서구 구덕로 179
471,부산대학교병원(B동 1층),051-240-8327,"부산광역시 서구 구덕로 179, 부산대학병원 (아미동1가)",부산광역시 서구 아미동1가 10-1 부산대학병원,35.1011288801696,129.019244318359,부산 서구 구덕로 179
472,부산대학교병원(B동 3층),051-240-8327,"부산광역시 서구 구덕로 179, 부산대학병원 (아미동1가)",부산광역시 서구 아미동1가 10-1 부산대학병원,35.1011288801696,129.019244318359,부산 서구 구덕로 179
473,부산대학교병원(임상시험센터),051-240-8327,"부산광역시 서구 구덕로 179, 부산대학병원 (아미동1가)",부산광역시 서구 아미동1가 10-1 부산대학병원,35.1011288801696,129.019244318359,부산 서구 구덕로 179
474,부산대학교병원(B동 6층 난임센터),051-240-8327,"부산광역시 서구 구덕로 179, 부산대학병원 (아미동1가)",부산광역시 서구 아미동1가 10번지 1호 부산대학병원,35.1011288801696,129.019244318359,부산 서구 구덕로 179
475,부산대학교병원(현장진료소),051-240-8327,"부산광역시 서구 구덕로 179, 부산대학병원 (아미동1가)",부산광역시 서구 아미동1가 10-1 부산대학병원,35.1011288801696,129.019244318359,부산 서구 구덕로 179
476,부산대학교병원(C동 5층),051-240-8327,"부산광역시 서구 구덕로 179, 부산대학병원 (아미동1가)",부산광역시 서구 아미동1가 10-1 부산대학병원,35.1011288801696,129.019244318359,부산 서구 구덕로 179
477,부산대학교병원(B동 5층 엘리베이터 앞),051-240-8327,"부산광역시 서구 구덕로 179, 부산대학병원 (아미동1가)",부산광역시 서구 아미동1가 10-1 부산대학병원,35.1011288801696,129.019244318359,부산 서구 구덕로 179
478,부산대학교병원(현장진료소),051-240-8327,"부산광역시 서구 구덕로 179, 부산대학병원 (아미동1가)",부산광역시 서구 아미동1가 10-1 부산대학병원,35.1011288801696,129.019244318359,부산 서구 구덕로 179
479,부산대학교병원(C동 3층),051-240-8327,"부산광역시 서구 구덕로 179, 부산대학병원 (아미동1가)",부산광역시 서구 아미동1가 10-1 부산대학병원,35.1011288801696,129.019244318359,부산 서구 구덕로 179
480,부산대학교병원(A동 1층 안내데스크),051-240-8327,"부산광역시 서구 구덕로 179, 부산대학병원 (아미동1가)",부산광역시 서구 아미동1가 10-1 부산대학병원,35.1011288801696,129.019244318359,부산 서구 구덕로 179
481,부산대학교병원(A동 2층 엘리베이터 앞),051-240-8327,"부산광역시 서구 구덕로 179, 부산대학병원 (아미동1가)",부산광역시 서구 아미동1가 10-1 부산대학병원,35.1011288801696,129.019244318359,부산 서구 구덕로 179
482,부산대학교병원(C동 1층),051-240-8327,"부산광역시 서구 구덕로 179, 부산대학병원 (아미동1가)",부산광역시 서구 아미동1가 10-1 부산대학병원,35.1011288801696,129.019244318359,부산 서구 구덕로 179
483,부산대학교병원(C동 9층),051-240-8327,"부산광역시 서구 구덕로 179, 부산대학병원 (아미동1가)",부산광역시 서구 아미동1가 10-1 부산대학병원,35.1011288801696,129.019244318359,부산 서구 구덕로 179
484,부산대학교병원(현장진료소),051-240-8327,"부산광역시 서구 구덕로 179, 부산대학병원 (아미동1가)",부산광역시 서구 아미동1가 10-1 부산대학병원,35.1011288801696,129.019244318359,부산 서구 구덕로 179
485,부산대학교병원(E동 지하2층),051-240-8327,"부산광역시 서구 구덕로 179, 부산대학병원 (아미동1가)",부산광역시 서구 아미동1가 10-1 부산대학병원,35.1011288801696,129.019244318359,부산 서구 구덕로 179
