연번,쉼터명,상세주소,경도,위도
532,안락경로당,부산광역시 부산진구  범일로142번길  47-11  (범천동),129.0619086,35.1430247
533,두산위브센티움경로당,부산광역시 부산진구 자유평화로37번길 67 (범천동 두산위브센티움),129.0625092,35.1442771
534,신천경로당,부산광역시 부산진구 신천대로65번길 99,129.0579225,35.1457246
535,범천2동주민센터,부산광역시 부산진구 신암로 48 (범천2동주민센터),129.056288,35.146484
536,안창마을커뮤니티센터,부산광역시 부산진구 안창로72번길 18-10 (범천동),129.040919,35.1464012
537,안양경로당,부산광역시 부산진구 만리산로74번길 3,129.0519609,35.1474141
538,천일경로당,부산광역시 부산진구 엄광로 517-4,129.0483118,35.1443448
539,범팔경로당,부산광역시 부산진구  신암로39번길  31   (범천동),129.0544826,35.1449825
540,호산경로당,부산광역시 부산진구 엄광로495번길 39-1,129.051528,35.143614
541,금골경로당,부산광역시 부산진구  만리산로73번길  34   (범천동),129.0515864,35.145909
542,범천부인경로당,부산광역시 부산진구 신암로155번나길 6-2,129.0481164,35.1531924
543,선인경로당,부산광역시 부산진구 만리산로79번길 14,129.0507695,35.1471473
544,할머니경로당,부산광역시 부산진구 신암로99번길 37,129.0505852,35.1493573
545,로얄아파트경로당,부산광역시 부산진구 엄광로 394 (로얄아파트2동),129.047377,35.151219
546,선록경로당,부산광역시 부산진구 범천동 1126-21,129.043997,35.152023
547,부산진구노인복지관신암분관,부산광역시 부산진구 신암로135번길 32 (범천동),129.0483472,35.1517689
548,수안역임진왜란역사관영상실,부산광역시 동래구 충렬대로 지하 223 (도시철도수안역),129.084222,35.201594
549,수안체육공원,부산광역시 동래구 온천천로 235  (수안동),129.0813177,35.1993032
550,그린라인파크,부산광역시 동래구 낙민동 112,129.0894849,35.1976203
551,낙민경로당,부산광역시 동래구  반송로175번길  13   (낙민동),129.0944232,35.1972867
552,동산경로당,부산광역시 동래구  반송로175번길  13  수민동 동산경로당 (낙민동),129.0944232,35.1972867
553,한양복지경로당,부산광역시 동래구  충렬대로  314   (낙민동 한양아파트),129.093033,35.198807
554,수안할머니경로당,부산광역시 동래구 온천천로 279-13 (수안동),129.085,35.1961
555,수안할아버지경로당,부산광역시 동래구 온천천로 279-13 (수안동),129.085,35.1961
556,벽산아파트경로당,부산광역시 동래구  안남로  47   (낙민동 동래벽산아파트),129.0971912,35.1952922
557,수민동행정복지센터,부산광역시 동래구  온천천로339번길  48   (낙민동),129.0910493,35.1960329
558,동래읍성도서관북카페,부산광역시 동래구 동래로159번길 153 (동래읍성도서관),129.094796,35.207082
559,복천동고분공원,부산광역시 동래구 복천동 50,129.090977,35.206993
560,동래구청,부산광역시 동래구 충렬대로237번길 93 (동래구청),129.083635,35.205149
561,동래경로당,부산광역시 동래구  동래로148번길  5   (복천동),129.086497,35.2043264
562,복산경로당,부산광역시 동래구 동래로159번길 119-2 (칠산동),129.0931669,35.2069318
563,우성베스토피아경로당,부산광역시 동래구  복천로5번길  34   (복천동 우성베스토피아),129.0872382,35.2058311
564,읍성경로당,부산광역시 동래구  복천로41번나길  14-15  (복천동),129.0900384,35.2079924
565,복산동행정복지센터,부산광역시 동래구 복천로 1 (복천동),129.0860939,35.2057966
566,동래사적공원,부산광역시 동래구 명륜동 137-4,129.09059,35.211626
567,동래센트럴파크하이츠1단지경로,부산광역시 동래구 문화로 15 (명륜동 동래센트럴파크하이츠1차),129.0841573,35.2107933
568,동래센트럴파크하이츠2단지경로,부산광역시 동래구 문화로 33 (명륜동 동래센트럴파크하이츠2차),129.0857077,35.2110541
569,명륜아이파크경로당,부산광역시 동래구 명륜로 170 (명륜동 명륜아이파크1단지),129.0840688,35.2089415
570,명신할아버지경로당,부산광역시 동래구 명륜로138번길 39 (명륜동),129.0840983,35.2070326
571,명신할머니경로당,부산광역시 동래구 명륜로138번길 39 (명륜동),129.084101,35.2070326
572,명륜동행정복지센터,부산광역시 동래구 명륜로207번길 26 (명륜동),129.0815771,35.2124566
573,동래구보건소,부산광역시 동래구 명륜로187번길 56 (명륜동),129.0798444,35.2113915
574,동래구노인복지관,부산광역시 동래구 명륜로207번길 18 (명륜동),129.0819445,35.2123777
575,동래구혁신어울림센터,부산광역시 동래구 금강로 129,129.080019,35.220283
576,성완경로당,부산광역시 동래구 금강로 160-1,129.081773,35.222643
577,신화타워경로당,부산광역시 동래구 온천장로 20 (온천동 신화타워아파트),129.0794635,35.2142864
578,마암경로당,부산광역시 동래구 금강로59번길 105 (온천동),129.0720016,35.2157853
579,온천1동경로당,부산광역시 동래구 차밭골로41번길 15-3 (온천동),129.0770951,35.2167122
580,온천1동행정복지센터,부산광역시 동래구 금강로 127 (온천동),129.0801676,35.2200457
581,황금손한방병원,부산광역시 동래구 중앙대로 1325 (이센타워),129.077508,35.205256
582,부산광역시이동(플랫폼)노동자간이쉼터,부산광역시 동래구 온천동 527,129.078611,35.203324
583,온천어린이공원,부산광역시 동래구 온천동 387-10,129.0722171,35.2143769
584,솔밭공원,부산광역시 동래구 온천동 1853-5,129.0670153,35.2117575
585,온천2동행정복지센터,부산광역시 동래구 충렬대로107번길 28 (온천동),129.0729564,35.2079903
586,광혜병원1층로비,부산광역시 동래구 충렬대로 96 (광혜병원),129.070877,35.206844
587,온새미로공원,부산광역시 동래구 쇠미로 197 (온천동 동래 지웰),129.0629411,35.20778
588,미남공원,부산광역시 동래구 석사북로 93,129.0660782,35.2057609
589,온천3동행정복지센터,부산광역시 동래구 사직북로28번길 153 (온천동),129.0655589,35.2034318
590,금정할머니경로당,부산광역시 동래구 쇠미로 146 (온천동),129.0615249,35.2037189
591,금정할아버지경로당,부산광역시 동래구 쇠미로 146 (온천동),129.0615302,35.2037102
592,사직야구장스마트버스정류장,부산광역시 동래구 사직동 93-27,129.062281,35.196121
593,사직운동장스마트버스정류장,부산광역시 동래구 사직동 101-31,129.064932,35.195245
594,사직놀이공원,부산광역시 동래구 사직북로28번길 87  (사직동),129.0636719,35.2008316
595,사직한밭공원,부산광역시 동래구 사직북로48번길 25 (사직동 삼익아파트),129.0591,35.1999
596,신정소공원,부산광역시 동래구 사직동 1044,129.0666479,35.1967316
597,사직1동할아버지경로당,부산광역시 동래구 석사로18번길 27-7 (사직동),129.062925,35.1981059
598,사직1동할머니경로당,부산광역시 동래구 석사로18번길 27-7 (사직동),129.0629196,35.198095
599,석사할아버지경로당,부산광역시 동래구 사직북로48번길 36-3 (사직동),129.0606451,35.2005936
600,석사할머니경로당,부산광역시 동래구 사직북로48번길 36-3 (사직동),129.0606532,35.2006045
601,사직1동행정복지센터,부산광역시 동래구 석사로 19 (사직동),129.061954,35.1989519
602,사직3동할아버지경로당,부산광역시 동래구 중앙대로1277번길 73-4,129.07387,35.2002055
603,사직3동할머니경로당,부산광역시 동래구 중앙대로1277번길 73-4,129.07387,35.2002055
604,부산광역시사직종합사회복지관(지하1층휴게실3층로비),부산광역시 동래구 사직북로63번길 20-7 (사직사회복지관),129.057308,35.199072
605,스위첸공원,부산광역시 동래구 사직동 1037,129.0576,35.199
606,사직한신경로당,부산광역시 동래구 쇠미로81번길 33 (사직동 한신아파트),129.0531215,35.2014133
607,사직2차쌍용예가경로당,부산광역시 동래구 쇠미로40번길 55 (사직동 사직2차쌍용예가),129.0542614,35.1986495
608,사직삼환나우빌경로당,부산광역시 동래구 쇠미로 72 (사직동 사직삼환나우빌),129.0553263,35.1996402
609,유원경로당,부산광역시 동래구 쇠미로119번길 85 (사직동 유원아파트),129.055557,35.2040499
610,사직2동행정복지센터,부산광역시 동래구 사직북로63번길 22 (사직동),129.0575,35.1992
611,여고소공원,부산광역시 동래구 아시아드대로146번길 1 (사직동 사직 롯데캐슬 더 클래식),129.0689117,35.1972314
612,여고할아버지경로당,부산광역시 동래구 아시아드대로184번길 57 (사직동),129.0672138,35.1991492
613,여고할머니경로당,부산광역시 동래구 아시아드대로184번길 57 (사직동),129.0672058,35.199147
614,여명할아버지경로당,부산광역시 동래구 여고로91번길 31-3 (사직동),129.0725595,35.1984478
615,여명할머니경로당,부산광역시 동래구 여고로91번길 31-3 (사직동),129.0725675,35.1984413
616,사직3동행정복지센터,부산광역시 동래구 아시아드대로154번길 79 (사직동),129.0694588,35.1994539
617,동원경로당,부산광역시 동래구 여고북로 140 (사직동 동원아파트),129.0728813,35.2011437
618,안락경로당,부산광역시 동래구 안남로 85 (안락동),129.1014308,35.1937551
619,기찻길옆숲속도서관,부산광역시 동래구 안락동 756-2,129.097998,35.196141
620,충렬사공원,부산광역시 동래구 충렬대로 345 (안락동),129.0964311,35.2000391
621,안나경로당,부산광역시 동래구 명안로9번길 36 (안락동),129.1022623,35.1977026
622,안락1동행정복지센터,부산광역시 동래구 안연로110번길 9 (안락동),129.0985608,35.197056
623,서원경로당,부산광역시 동래구 반송로229번길 10 (안락동),129.098255,35.2014966
624,안락할아버지경로당,부산광역시 동래구 명안로39번길 38 (안락동),129.1026136,35.2005256
625,안락할머니경로당,부산광역시 동래구 명안로39번길 38 (안락동),129.1026163,35.2005212
626,용산할머니경로당,부산광역시 동래구 충렬대로309번길 20 (안락동),129.093482,35.200152
627,강변뜨란채아파트경로당,부산광역시 동래구 안남로 79 (안락동),129.1008192,35.195068
628,안락누리도서관북카페,부산광역시 동래구 명안로10번길 64 (안락누리도서관),129.107713,35.197015
629,안락꿈돌이공원,부산광역시 동래구 안락동 455-8,129.1060469,35.1995371
630,안락꽃밭공원,부산광역시 동래구 안락동 171-8,129.1125192,35.19098
631,안락2동행정복지센터,부산광역시 동래구 명안로18번길 103 (안락동),129.1100541,35.1977158
632,화현할아버지경로당,부산광역시 동래구 화현길 21-9 (안락동),129.1079459,35.1966527
633,화현할머니경로당,부산광역시 동래구 화현길 21-9 (안락동),129.1079459,35.1966396
634,원리할아버지경로당,부산광역시 동래구 온천천로 549 (안락동),129.1128784,35.1899586
635,원리할머니경로당,부산광역시 동래구 온천천로 549 (안락동),129.1128892,35.1899498
636,안락호현할머니경로당,부산광역시 동래구 명안로10번길 101-5 (안락동),129.109808,35.197306
637,명장한마음공원,부산광역시 동래구 명안로78번길 9 (명장동),129.1045207,35.2036729
638,옥봉경로당,부산광역시 동래구 명장로63번길 124-16,129.1050987,35.2096684
639,명장1동행정복지센터,부산광역시 동래구 명장로 32 (명장동),129.1042712,35.2047415
640,명장할아버지경로당,부산광역시 동래구 명장로48번길 28 (명장동),129.1060066,35.2035787
641,명장할머니경로당,부산광역시 동래구 명장로48번길 28 (명장동),129.1060013,35.2035787
642,명서공원,부산광역시 동래구 명서로 111,129.1002085,35.2123414
643,명장2동할머니경로당,부산광역시 동래구 명서로105번길 74 (명장동),129.1016373,35.2110672
644,세실할머니경로당,부산광역시 동래구 시실로135번길 41-5 (명장동),129.0980861,35.2104711
645,명장2동행정복지센터,부산광역시 동래구 명서로 168 (명장동),129.1024178,35.2079597
646,아림파크경로당,부산광역시 동래구 명서로 140 (명장동 아림파크맨션),129.10187,35.21
647,명장2동할아버지경로당,부산광역시 동래구 명서로105번길 74 (명장동),129.10164,35.2110738
648,솔밭노인정,부산광역시 남구 유엔평화로22번길 32 (대연동),129.0902138,35.1328626
649,대연1동경로당,부산광역시 남구 유엔로 181 (대연동),129.0960449,35.1303114
650,대남경로당,부산광역시 남구 유엔평화로22번길 32 (대연동),129.0902191,35.1328736
651,대평경로당,부산광역시 남구 유엔평화로17번길 98-1 (대연동),129.0974611,35.1333803
652,용주새마을금고본점,부산광역시 남구 수영로266번길 31,129.097045,35.1348675
653,대연1동행정복지센터,부산광역시 남구 유엔평화로 24,129.0918016,35.1329285
654,남구장애인복지관,부산광역시 남구 조각공원로11번길 38 (남구장애인복지관),129.099243,35.129194
655,동네청년공간공간숲2층,부산광역시 남구 용소로14번길 10 (디지털영화관),129.100079,35.136078
656,청년창조발전소고고씽JOB,부산광역시 남구 용소로46번길 7,129.100511,35.133075
657,대연동푸르지오아파트104동앞파고라,부산광역시 남구 대연동 91-4,129.1023792,35.1386546
658,평화공원,부산광역시 남구 대연동 678,129.1009668,35.1276703
659,대동골황령산편백나무숲,부산광역시 남구 대연동 산 53-19,129.087988,35.156601
660,용소경로당,부산광역시 남구 용소로40번길 22 (대연동),129.0997598,35.133887
661,용소제2경로당,부산광역시 남구 용소로40번길 22 (대연동),129.0997624,35.1338826
662,대우그린1차A경로당,부산광역시 남구 황령대로319번가길 190-6 (대우그린아파트),129.088829,35.150114
663,대우그린2차A경로당,부산광역시 남구 황령대로319번가길 189 (대연동 대우그린2차아파트),129.0897,35.1509
664,대연삼성경로당,부산광역시 남구 신선로 490 (대연동 삼성아파트),129.1038179,35.128166
665,경동A경로당,부산광역시 남구 황령대로319번길 26 (대연동 대연 경동메르빌 아파트),129.0918124,35.1503719
666,대삼경로당,부산광역시 남구 용소로34번길 33-5 (대연동),129.0991992,35.1340252
667,대연4동작은도서관,부산광역시 남구 석포로91번길 96 (대연동),129.0913859,35.1297762
668,파크푸르지오경로당,부산광역시 남구 홍곡로 360 (대연동 대연파크푸르지오),129.0898865,35.1238992
669,석포경로당(남),부산광역시 남구 석포로91번길 59 (대연동),129.090305,35.1284117
670,UN조각공원,부산광역시 남구 대연동 819-4,129.0983754,35.1291871
671,문화공원(부산문화회관)쉼터,부산광역시 남구 유엔평화로76번길 1,129.0944558,35.1280273
672,대연4동주민쉼터,부산광역시 남구 대연동 1115-56,129.0934259,35.1264056
673,늘봄어린이공원쉼터,부산광역시 남구 대연동 943-1,129.0871359,35.1284216
674,대명경로당,부산광역시 남구 천제등로38번길 68 (대연동),129.0862253,35.1308467
675,석포(여)경로당,부산광역시 남구 석포로91번길 59 (대연동),129.090305,35.1284073
676,나눔경로당,부산광역시 남구 유엔로120번가길 82 (대연동),129.0858659,35.1281222
677,대우A경로당,부산광역시 남구 홍곡로 343 (대연동 대연 대우아파트),129.0890068,35.1228835
678,현대A경로당,부산광역시 남구 천제등로28번길 50 (대연동 대연동 현대아파트),129.0862441,35.1317022
679,평화경로당,부산광역시 남구 유엔평화로70번길 39-1,129.0921836,35.1272083
680,문화경로당,부산광역시 남구 유엔평화로76번길 84 (대연동),129.0937865,35.1256367
681,미소경로당,부산광역시 남구 석포로73번길 76 (대연동),129.0873438,35.127543
682,대연새마을금고본점,부산광역시 남구 유엔로120번길 26,129.0905414,35.1296331
683,나사함발달장애인복지관,부산광역시 남구 못골번영로 70 (나사함발달장애인 복지관),129.089044,35.141341
684,대연극동A경로당,부산광역시 남구 진남로36번길 50 (대연동 대연극동아파트),129.0915415,35.1400221
685,지곡(여)경로당,부산광역시 남구 진남로 47 (대연동),129.0899456,35.1380041
686,남구노인복지관,부산광역시 남구 못골로 97-10 (대연동),129.0932876,35.1361858
687,못골경로당,부산광역시 남구 못골번영로71번길 6-4 (대연동),129.0885723,35.1415421
688,동남아파트경로당,부산광역시 남구 진남로36번길 101 (대연동 대연동남아파트),129.0919358,35.1415903
689,대연중앙새마을금고본점,부산광역시 남구 못골로 77 (대연동),129.0908334,35.1361836
690,연포하늘공원쉼터,부산광역시 남구 대연동 1584-14,129.08015,35.139769
691,남구청야외무더위쉼터,부산광역시 남구 못골로 19,129.0842235,35.136218
692,대연동원로얄듀크경로당,부산광역시 남구 못골로41번길 13 (대연동 대연2차동원로얄듀크),129.0859303,35.137039
693,마중경로당,부산광역시 남구 진남로127번길 76-8,129.077349,35.138311
694,대연화목경로당,부산광역시 남구 진남로96번길 63 (대연동),129.0835351,35.1402787
695,대연6동새마을금고본점,부산광역시 남구 못골로 22-1 (대연동),129.0847582,35.135497
696,대연6동행정복지센터,부산광역시 남구 못골로 13 (대연동),129.0831301,35.1373022
697,남구청무더위쉼터,부산광역시 남구 못골로 19,129.0847896,35.1363853
698,분포도서관,부산광역시 남구 분포로 97 (분포문화체육센터),129.11522,35.132056
699,가로공원(분포공원)쉼터,부산광역시 남구 용호동 176-38,129.1083589,35.1316921
700,용호공원쉼터,부산광역시 남구 용호동 176-21,129.114756,35.132336
701,솔밭공원쉼터,부산광역시 남구 동명로 114,129.1093587,35.1199736
702,신선정경로당,부산광역시 남구 분포로 111 (용호동 엘지메트로시티),129.1126907,35.1278063
703,LG메트로시티2차A경로당,부산광역시 남구 분포로 113 (용호동 엘지메트로시티),129.1097161,35.1281726
704,이기대경로당,부산광역시 남구 용호로 98-10 (용호동),129.1121006,35.1237632
705,용호동일경로당,부산광역시 남구 동명로170번길 93 (용호동 용호동일타운),129.115735,35.1142042
706,용친경로당,부산광역시 남구 동명로170번길 128 (용호동),129.1143644,35.1131467
707,오륙도뜨란채A경로당,부산광역시 남구 용호로269번길 29 (용호동 오륙도 뜨란채),129.1136509,35.1093398
708,오륙도경로당,부산광역시 남구 동명로164번길 74 (용호동),129.1136912,35.1157971
709,용호별빛공원,부산광역시 남구 분포로 66-38 (용호부두지정장치장),129.120123,35.132794
710,용호노인사랑방경로당,부산광역시 남구 이기대공원로 7 (용호동),129.1135007,35.1245486
711,용호새마을금고본점,부산광역시 남구 동명로146번길 6,129.112585,35.1191648
712,동방파크맨션경로당,부산광역시 남구 용호로198번길 39 (용호동 동방파크맨션),129.1086191,35.1149019
713,미주아파트경로당,부산광역시 남구 동명로92번길 91 (용호동 미주아파트),129.1083643,35.1164048
714,한진훼미리타운경로당,부산광역시 남구 용호로232번길 61 (용호동 한진훼미리타운),129.1085467,35.1131423
715,삼호경로당,부산광역시 남구 용호로232번길 37 (용호동),129.1090697,35.1118763
716,남구시설관리공단,부산광역시 남구 백운포로 110 (남구국민체육센터),129.1082,35.103882
717,석산정경로당,부산광역시 남구 신선로329번길 94-9 (용당동),129.0929362,35.1126069
718,갓골경로당,부산광역시 남구 신선로 405 (용당동),129.0979519,35.1214531
719,중부녀경로당,부산광역시 남구 신선로329번길 88-6 (용당동),129.0932,35.1132
720,코오롱하늘채A경로당,부산광역시 남구 홍곡로320번길 132 (용당동 신대연코오롱하늘채아파트),129.0932196,35.1228138
721,무제등소공원,부산광역시 남구 용당동 24-2,129.1044214,35.1070885
722,용당(여)경로당,부산광역시 남구 신선로319번길 6 (용당동),129.0949237,35.1144214
723,미연경로당,부산광역시 남구 홍곡로320번길 141 (용당동),129.0946555,35.1243116
724,현대아이파크A경로당,부산광역시 남구 동명로 26 (용당동),129.0991133,35.1189301
725,용당동새마을금고본점,부산광역시 남구 신선로 329,129.094803,35.1154815
726,현대1차A경로당,부산광역시 남구 우암로2번길 5 (감만동 감만 현대1차아파트),129.0831649,35.1116678
727,현대3차A경로당,부산광역시 남구 우암로2번길 30 (감만동 감만 현대3차아파트),129.0844524,35.1122668
728,감만동일스위트경로당,부산광역시 남구 우암로104번길 29 (감만동 감만동일스위트아파트),129.083232,35.1191122
729,현대2차A경로당,부산광역시 남구 신선로 165 (감만동 감만 현대2차아파트),129.0821403,35.111466
730,감만종합사회복지관어르신쉼터,부산광역시 남구 우암로 84-1 (감만동),129.0809172,35.1185242
731,남부산새마을금고본점,부산광역시 남구 우암로104번길 29 (감만동 감만동일스위트아파트),129.0822852,35.1188796
732,감만2동쌈지공원,부산광역시 남구 감만동 34-45,129.086626,35.122523
733,감만2동동네체육시설1,부산광역시 남구 감만동 3-218,129.0862119,35.1204176
734,노령경로당,부산광역시 남구 석포로20번길 13 (감만동),129.0835592,35.121837
735,감만한마음경로당,부산광역시 남구 석포로64번길 29-7,129.0880038,35.1226304
736,참좋은회관경로당,부산광역시 남구 전선등로 63,129.0872969,35.124499
737,월우경로당,부산광역시 남구 석포로56번길 49,129.086906,35.121748
738,동친경로당,부산광역시 남구 석포로26번길 62-2,129.085748,35.120497
739,양지경로당,부산광역시 남구 전선등로3번길 61 (감만동),129.0847877,35.1237061
740,감만동새마을금고본점,부산광역시 남구 석포로 29,129.084139,35.1228391
741,남구종합사회복지관(북카페),부산광역시 남구 동제당로 258 (남구종합복지관),129.074519,35.127366
742,우암도서관,부산광역시 남구 당산로 22,129.077907,35.125452
743,우암뉴서울아파트경로당,부산광역시 남구 유엔로 10,129.080172,35.124631
744,소막마을우리동네빨래방,부산광역시 남구 장고개로9번길 25 (우암동),129.0695527,35.1261654
745,소막마을주민공동체센터무더위쉼터,부산광역시 남구 우암번영로 19,129.0699502,35.1260856
746,우암정,부산광역시 남구 우암동 127-142,129.073342,35.127477
747,우암쌈지공원,부산광역시 남구 우암동 91-3,129.0776141,35.1255278
748,우암동일경로당,부산광역시 남구 유엔로 1-1 (우암동 동일아파트),129.0786611,35.1252567
749,한일경로당,부산광역시 남구 우암로154번길 36-13 (우암동),129.0815605,35.1251599
750,우정경로당,부산광역시 남구 당산로18번길 22 (우암동),129.0778434,35.1262816
751,참좋은수양경로당,부산광역시 남구 유엔로84번길 61 (우암동),129.0837362,35.1267994
752,우암동새마을금고본점,부산광역시 남구 유엔로 1-1 (동일아파트102동),129.078557,35.125108
753,남부중앙새마을금고본점,부산광역시 남구 우암로 240,129.0706177,35.1253992
754,문현어린이공원,부산광역시 남구 문현동 136-8,129.0736069,35.1427187
755,다목경로당,부산광역시 남구 진남로216번길 22-6,129.0770774,35.1450012
756,푸른경로당,부산광역시 남구 진남로165번가길 10,129.078132,35.141429
757,믿음경로당,부산광역시 남구 진남로210번길 51 (문현동),129.079096,35.1453869
758,문현새마을금고본점,부산광역시 남구 고동골로 64,129.071403,35.142716
759,사랑의경로당(여),부산광역시 남구 자유평화로57번길 17-1 (문현동),129.0655455,35.1420772
760,금융문화공원,부산광역시 남구 문현동 1228-6,129.0642151,35.1465164
761,동민의집경로당,부산광역시 남구 자유평화로57번길 17-1 (문현동),129.0655482,35.1420728
762,일상경로당,부산광역시 남구 전포대로68번가길 17 (문현동),129.0677771,35.1432835
763,금융단지새마을금고본점,부산광역시 남구 전포대로 88,129.067153,35.1444416
764,문현2동행정복지센터,부산광역시 남구 전포대로92번길 31-7,129.0686521,35.145211
765,문현쌈지공원,부산광역시 남구 문현동 652-81,129.0686015,35.1374406
766,송정경로당,부산광역시 남구 문현로66번길 136-1,129.0735569,35.1382199
767,성지경로당,부산광역시 남구 수영로65번길 22 (문현동),129.0753758,35.1359072
768,푸른솔경로당,부산광역시 남구 수영로69번길 63,129.0771649,35.1363558
769,문현3동새마을금고본점,부산광역시 남구 수영로39번길 6,129.0724367,35.1372268
770,문현4동동네체육시설2,부산광역시 남구 문현동 산 138,129.0712655,35.1321385
771,문현교통광장녹지쉼터,부산광역시 남구 문현동 843-2,129.0687722,35.1363788
772,벽산기린A경로당,부산광역시 남구 지게골로 52-15 (벽산한성기린아파트),129.070615,35.135057
773,시티프라자경로당,부산광역시 남구 수영로 26 (문현동 대림문현시티프라자),129.07058,35.1362954
774,지겟골경로당,부산광역시 남구 지게골로 139-33 (문현동),129.0760517,35.1342248
775,문현4동할머니경로당,부산광역시 남구 장고개로 79 (문현동),129.069896,35.132176
776,문현4동경로당,부산광역시 남구 장고개로 79 (문현동),129.0698799,35.1322287
777,문현4동새마을금고본점,부산광역시 남구 수영로 18-8 (문현동 삼한 사랑채),129.0696198,35.1362055
778,리버파크반도유보라경로당,부산광역시 북구 백양대로 1136 (구포동 리버파크 반도유보라아파트),129.0034658,35.2042274
779,시랑로경로당,부산광역시 북구 시랑로 29-1 (구포동),129.0044233,35.2030132
780,구포당산경로당,부산광역시 북구 팽나무로30번길 7-13 (구포동),129.0076312,35.2048608
781,가로사경로당,부산광역시 북구 낙동대로1762번길 57 (구포동),129.0008828,35.2071137
782,대리마을쌈지공원,부산광역시 북구 모분재로16번길 4  (구포동),129.00596,35.20595
783,음정공원,부산광역시 북구 구포동 1200,129.0103169,35.2060364
784,구포동원로얄듀크비스타아파트경로당,부산광역시 북구 낙동대로1738번길 10,128.9991687,35.2081739
785,구포1동주민센터,부산광역시 북구  낙동대로1762번길  75  구포1동 주민센터 (구포동),129.0011324,35.2064746
786,구포할머니경로당,부산광역시 북구 덕천로 3 (구포동),129.0053326,35.2072408
787,해피투모로우아파트경로당,부산광역시 북구 낙동북로 692,128.9993236,35.1997817
788,삼정그린코아아파트경로당,부산광역시 북구 백양대로1016번길 10,128.9949736,35.1956905
789,구명할머니경로당,부산광역시 북구  백양대로  1086   (구포동),128.999092,35.2016493
790,우곡경로당,부산광역시 북구  시랑로62번길  38   (구포동),129.0037368,35.1993476
791,벽산그린타운경로당,부산광역시 북구 시랑로182번길 19,129.0135978,35.1947939
792,태평양아파트경로당,부산광역시 북구 시랑로 176,129.0135007,35.1954006
793,구포3동주민센터,부산광역시 북구  시랑로118번길  23  구포3동 주민센터 (구포동),129.0088037,35.1949116
794,실버벨노인복지관,부산광역시 북구  시랑로114번길  45  실버벨노인종합복지관 (구포동),129.0086195,35.1940444
795,포천경로당,부산광역시 북구  모분재로105번가길  21   (구포동),129.0091755,35.198957
796,시랑골경로당,부산광역시 북구 시랑로185번길 47,129.0154305,35.1970163
797,에이스타운아파트경로당,부산광역시 북구 백양대로 1096 (구포동),128.9997053,35.2023141
798,협진태양아파트경로당,부산광역시 북구 백양대로 1025 (구포동 협진태양아파트),128.9952475,35.1978867
799,성림아파트경로당,부산광역시 북구 구남로 11 (구포동 성림누리아라아파트),128.994247,35.1981848
800,거북공원,부산광역시 북구 낙동북로648번길 11,128.9953469,35.2021492
801,주민쌈지공원,부산광역시 북구 구포동 768-28,129.0032728,35.2008971
802,녹색쌈지숲공원,부산광역시 북구 사상로558번나길 42,128.9915762,35.1956242
803,백양고밑담당화단,부산광역시 북구 백양대로1016번길 64 (구포동),128.998611,35.1983339
804,구포유림노르웨이숲경로당,부산광역시 북구 낙동북로 736 (구포동),129.0020442,35.1970012
805,구포현대아파트경로당,부산광역시 북구 백양대로 1003 (구포동 현대아파트),128.9925036,35.1970188
806,대성아파트경로당,부산광역시 북구 구남언덕로20번길 7 (구포대성아파트노인회관),128.994857,35.200747
807,구포2동행정복지센터,부산광역시 북구 낙동북로681번길 23 (구포동),128.999429,35.2016566
808,구남경로당,부산광역시 북구 구남로 18 (구포동),128.9941317,35.1989366
809,구명할아버지경로당,부산광역시 북구 백양대로 1086,128.999084,35.201661
810,부산광역시시각장애인복지관,부산광역시 북구 시랑로132번길 38 (부산시각장애인복지관),129.007965,35.195317
811,부산북부경찰서구포지구대,부산광역시 북구 시랑로79번길 3,129.006196,35.19884
812,백양아파트경로당,부산광역시 북구 시랑로 181 (구포동),129.0150771,35.1955678
813,삼경장미아파트경로당,부산광역시 북구 시랑로21번길 50 (구포동 삼경장미아파트),129.0071189,35.2038526
814,백조그린아파트경로당,부산광역시 북구 시랑로 156 (구포동 백조그린타운),129.0123492,35.1957409
815,태경해피타운경로당,부산광역시 북구 시랑로138번길 8 (태경아파트),129.009781,35.194481
816,경원골든아파트경로당,부산광역시 북구 모분재로149번길 25 (구포동),129.0128642,35.1979328
817,대우아파트경로당,부산광역시 북구 모분재로105번길 43-7 (구포동 구포대우아파트),129.0101498,35.1986582
818,태평양그린아파트경로당,부산광역시 북구 모분재로149번길 53 (구포동 태평양그린아파트),129.0131646,35.1984522
819,벽산그린필드1차아파트경로당,부산광역시 북구 모분재로105번길 53,129.0115085,35.1977273
820,신천경로당,부산광역시 북구 팽나무로8번길 96 (구포동),129.005979,35.2007141
821,구포3동경로당,부산광역시 북구 시랑로163번길 21-1 (구포동),129.0131432,35.1972533
822,부산지식산업센터(금곡점),부산광역시 북구 효열로 111 (부산지식산업센터),129.01287,35.255936
823,금곡청소년수련관,부산광역시 북구 효열로 158 (금곡청소년수련관),129.016598,35.259524
824,부산북부경찰서금곡파출소,부산광역시 북구 금곡대로 462 (금곡파출소),129.013097,35.24962
825,대한노인회부산북구지회,부산광역시 북구 금곡대로470번길 31 (금곡동),129.0128455,35.2516844
826,금곡89단지경로당,부산광역시 북구 효열로 98 (주공아파트903동),129.01486,35.256741
827,금곡4단지경로당,부산광역시 북구 효열로 76-1 (주공아파트),129.01492,35.252565
