reviewer_id,group_id,route_id,feature_snapshot_hash,profile,relevance,notes,origin,destination,route_summary,route_traits,duration_min,distance_m,sources
reviewer_05,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,youth,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_06,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,youth,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_07,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,youth,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_08,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,youth,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_09,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,youth,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_01,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,disabled,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_02,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,disabled,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_03,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,disabled,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_04,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,disabled,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_05,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,disabled,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_06,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,disabled,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_07,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,disabled,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_08,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,disabled,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_09,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,disabled,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_01,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,pregnant,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_02,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,pregnant,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_03,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,pregnant,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_04,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,pregnant,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_05,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,pregnant,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_06,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,pregnant,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_07,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,pregnant,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_08,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,pregnant,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_09,enriched-e57a4c06e95c7d0006b6,route-e4f22fa9c2a8acc33fbd,75a8ea6639abe1f049e3d173047ed5209fc12930902a324a383ec8c505022f1e,pregnant,,,부산광역시북구청,부산역,도보 + 1004,환승이 적은 길,48.0,15316.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_01,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,general,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_02,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,general,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_03,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,general,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_04,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,general,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_05,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,general,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_06,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,general,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_07,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,general,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_08,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,general,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_09,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,general,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_01,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,elderly,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_02,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,elderly,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_03,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,elderly,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_04,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,elderly,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_05,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,elderly,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_06,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,elderly,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_07,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,elderly,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_08,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,elderly,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_09,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,elderly,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_01,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,child,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_02,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,child,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_03,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,child,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_04,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,child,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_05,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,child,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_06,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,child,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_07,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,child,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_08,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,child,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_09,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,child,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_01,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,youth,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_02,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,youth,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_03,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,youth,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_04,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,youth,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_05,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,youth,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_06,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,youth,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_07,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,youth,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_08,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,youth,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_09,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,youth,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_01,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,disabled,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_02,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,disabled,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_03,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,disabled,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_04,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,disabled,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_05,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,disabled,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_06,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,disabled,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_07,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,disabled,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_08,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,disabled,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_09,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,disabled,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_01,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,pregnant,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_02,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,pregnant,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_03,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,pregnant,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_04,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,pregnant,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_05,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,pregnant,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_06,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,pregnant,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_07,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,pregnant,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_08,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,pregnant,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_09,enriched-e57a4c06e95c7d0006b6,route-d986d68532cc703a61ec,4ec1641f83267e47f449237a934657c469174cea84967cbcee8715cb59f9195c,pregnant,,,부산광역시북구청,부산역,도보 + 59,도보가 짧은 길 · 환승이 적은 길 · 경사가 완만한 길,63.0,16605.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_01,enriched-05d2659460187d5b99d7,route-d4176ef0f0663a4d1819,5b108ef965ed3de3aefa9b4dbe5ff1ee4f9f59810027afc998d0f6651799eb7f,general,,,부산진구청,서면역 부산1호선,도보 + 사상구6,환승이 적은 길,12.0,1200.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_02,enriched-05d2659460187d5b99d7,route-d4176ef0f0663a4d1819,5b108ef965ed3de3aefa9b4dbe5ff1ee4f9f59810027afc998d0f6651799eb7f,general,,,부산진구청,서면역 부산1호선,도보 + 사상구6,환승이 적은 길,12.0,1200.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_03,enriched-05d2659460187d5b99d7,route-d4176ef0f0663a4d1819,5b108ef965ed3de3aefa9b4dbe5ff1ee4f9f59810027afc998d0f6651799eb7f,general,,,부산진구청,서면역 부산1호선,도보 + 사상구6,환승이 적은 길,12.0,1200.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_04,enriched-05d2659460187d5b99d7,route-d4176ef0f0663a4d1819,5b108ef965ed3de3aefa9b4dbe5ff1ee4f9f59810027afc998d0f6651799eb7f,general,,,부산진구청,서면역 부산1호선,도보 + 사상구6,환승이 적은 길,12.0,1200.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_05,enriched-05d2659460187d5b99d7,route-d4176ef0f0663a4d1819,5b108ef965ed3de3aefa9b4dbe5ff1ee4f9f59810027afc998d0f6651799eb7f,general,,,부산진구청,서면역 부산1호선,도보 + 사상구6,환승이 적은 길,12.0,1200.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_06,enriched-05d2659460187d5b99d7,route-d4176ef0f0663a4d1819,5b108ef965ed3de3aefa9b4dbe5ff1ee4f9f59810027afc998d0f6651799eb7f,general,,,부산진구청,서면역 부산1호선,도보 + 사상구6,환승이 적은 길,12.0,1200.0,VWorld LT_C_BLDGINFO WFS+odsay
reviewer_07,enriched-05d2659460187d5b99d7,route-d4176ef0f0663a4d1819,5b108ef965ed3de3aefa9b4dbe5ff1ee4f9f59810027afc998d0f6651799eb7f,general,,,부산진구청,서면역 부산1호선,도보 + 사상구6,환승이 적은 길,12.0,1200.0,VWorld LT_C_BLDGINFO WFS+odsay
